,equity,benchmark
2025-11-12,1071023.8536181464,1964790.078693876
2025-11-13,1071023.8536181464,1963067.3345674218
2025-11-14,1071023.8536181464,1964744.679773807
2025-11-17,1071023.8536181464,1974487.5778009905
2025-11-18,1071023.8536181464,1963780.355195033
2025-11-19,1071023.8536181464,1970510.5036116692
2025-11-20,1071023.8536181464,1976210.1609383665
2025-11-21,1071023.8536181464,1960944.8545596492
2025-11-24,1071023.8536181464,1951408.183541716
2025-11-25,1071023.8536181464,1949800.8685843737
2025-11-26,1071023.8536181464,1974541.0261749725
2025-11-27,1071023.8536181464,1973927.013830491
2025-11-28,1071023.8536181464,1972727.645197458
2025-12-01,1071023.8536181464,1971841.561310718
2025-12-02,1071023.8536181464,1963582.499617852
2025-12-03,1071023.8536181464,1954849.4860785902
2025-12-04,1071023.8536181464,1956893.5644052504
2025-12-05,1071023.8536181464,1964654.0429227469
2025-12-08,1071023.8536181464,1939180.0971134414
2025-12-09,1071023.8536181464,1938360.018748788
2025-12-10,1071023.8536181464,1929503.3655974227
2025-12-11,1071023.8536181464,1941211.940270154
2025-12-12,1071023.8536181464,1955665.3787272088
2025-12-15,1071023.8536181464,1955582.95231914
2025-12-16,1071023.8536181464,1942802.834341514
2025-12-17,1071023.8536181464,1936695.0697014288
2025-12-18,1071023.8536181464,1936319.965149084
2025-12-19,1071023.8536181464,1951655.4627659225
2025-12-22,1071023.8536181464,1967324.6907419928
2025-12-23,1071023.8536181464,1969591.416963886
2025-12-24,1071023.8536181464,1965890.4390437794
2025-12-26,1071023.8536181464,1960120.590478961
2025-12-29,1071023.8536181464,1952030.406329189
2025-12-30,1071023.8536181464,1950934.2316953202
2025-12-31,1071023.8536181464,1967646.185931277
2026-01-02,1071023.8536181464,1986394.0080509027
2026-01-05,1071023.8536181464,1983051.55280808
2026-01-06,1071023.8536181464,1979099.2709368106
2026-01-07,1071023.8536181464,1979602.0398282148
2026-01-08,1071023.8536181464,1951865.5535130512
2026-01-09,1071023.8536181464,1934329.335196406
2026-01-12,1071023.8536181464,1937881.8811863572
2026-01-13,1071023.8536181464,1935425.6708193528
2026-01-14,1071023.8536181464,1935029.9596649911
2026-01-16,1071023.8536181464,1935808.9858146887
2026-01-19,1071023.8536181464,1926614.2555989786
2026-01-20,1071023.8536181464,1891409.968910594
2026-01-21,1071023.8536181464,1882219.4244109187
2026-01-22,1071023.8536181464,1896528.616653853
2026-01-23,1071023.8536181464,1871590.4424969952
2026-01-27,1071023.8536181464,1880908.8123248084
2026-01-28,1071023.8536181464,1902574.5614878866
2026-01-29,1071023.8536181464,1906918.5297865614
2026-01-30,1071023.8536181464,1902360.2850247233
2026-02-02,1071023.8536181464,1882371.8810680304
2026-02-03,1071023.8536181464,1932594.355900004
2026-02-04,1071023.8536181464,1939901.3281840438
2026-02-05,1071023.8536181464,1929742.2733895597
2026-02-06,1071023.8536181464,1931580.446685126
2026-02-09,1071023.8536181464,1952137.6250553096
2026-02-10,1071023.8536181464,1957936.2906651367
2026-02-11,1071023.8536181464,1960351.448817185
2026-02-12,1071023.8536181464,1949512.376156133
2026-02-13,1071023.8536181464,1921619.2474678229
2026-02-16,1071023.8536181464,1934749.6776797415
2026-02-17,1071023.8536181464,1940321.8316564576
2026-02-18,1071023.8536181464,1949038.424309737
2026-02-19,1071023.8536181464,1920325.056267695
2026-02-20,1071023.8536181464,1928365.8167704414
2026-02-23,1071023.8536181464,1935780.007780602
2026-02-24,1071023.8536181464,1920914.437283203
2026-02-25,1071023.8536181464,1929091.2335570785
2026-02-26,1071023.8536181464,1932775.6296021242
2026-02-27,1071023.8536181464,1909560.1995717206
2026-03-02,1071023.8536181464,1882285.2689439268
2026-03-04,1071023.8536181464,1847159.3839366545
2026-03-05,1071023.8536181464,1870898.1894604797
2026-03-06,1071023.8536181464,1853052.8721135764
2026-03-09,1071023.8536181464,1818042.2552863378
2026-03-10,1071023.8536181464,1841649.04976599
2026-03-11,1071023.8536181464,1816867.678971357
2026-03-12,1071023.8536181464,1804932.270687358
2026-03-13,1071023.8536181464,1763199.7158864746
2026-03-16,1071023.8536181464,1772068.9261859441
2026-03-17,1071023.8536181464,1786122.6287616808
2026-03-18,1071023.8536181464,1806572.5884057435
2026-03-19,1071023.8536181464,1749566.5167831515
2026-03-20,1071023.8536181464,1757982.220849164
2026-03-23,1071023.8536181464,1703279.9029364649
2026-03-24,1071023.8536181464,1736477.1387861888
2026-03-25,1071023.8536181464,1770370.8133884633
2026-03-27,1071023.8536181464,1732615.4937659795
2026-03-30,1071023.8536181464,1692053.4905531206
2026-04-01,1071023.8536181464,1725609.2490801285
2026-04-02,1071023.8536181464,1725872.9491903174
2026-04-06,1071023.8536181464,1746949.478326966
2026-04-07,1071023.8536181464,1755389.8137219523
2026-04-08,1071023.8536181464,1824681.6058628357
2026-04-09,1071023.8536181464,1816471.9678169952
2026-04-10,1071023.8536181464,1841962.334512283
2026-04-13,1071023.8536181464,1828139.4902747704
2026-04-15,1071023.8536181464,1862470.089235441
2026-04-16,1071023.8536181464,1867477.4935256229
2026-04-17,1071023.8536181464,1885042.5288872763
2026-04-20,1071023.8536181464,1884745.8260160442
2026-04-21,1071023.8536181464,1899298.1117671505
