date,symbol,rupees
2025-12-23,TCS,
2025-12-23,WIPRO,
2025-12-23,ADANIPORTS,
2025-12-24,INFY,
2025-12-24,HCLTECH,
2025-12-24,SBILIFE,
2025-12-24,TCS,
2025-12-24,WIPRO,
2025-12-24,ADANIPORTS,
2025-12-26,INFY,
2025-12-26,HCLTECH,
2025-12-26,TCS,
2025-12-26,SBILIFE,
2025-12-26,WIPRO,
2025-12-26,ADANIPORTS,
2025-12-29,INFY,
2025-12-29,HCLTECH,
2025-12-29,TCS,
2025-12-29,SBILIFE,
2025-12-29,WIPRO,
2025-12-30,INFY,
2025-12-30,TCS,
2025-12-30,SBILIFE,
2025-12-30,HCLTECH,
2025-12-30,WIPRO,
2025-12-30,BAJAJ-AUTO,
2025-12-31,INFY,
2025-12-31,SBILIFE,
2025-12-31,WIPRO,
2025-12-31,HCLTECH,
2025-12-31,BAJAJ-AUTO,
2026-01-02,INFY,
2026-01-02,SBILIFE,
2026-01-02,WIPRO,
2026-01-02,HCLTECH,
2026-01-02,BAJAJ-AUTO,
2026-01-05,SBILIFE,
2026-01-05,INFY,
2026-01-05,WIPRO,
2026-01-05,BAJAJ-AUTO,
2026-01-05,ADANIPORTS,
2026-01-06,SBILIFE,
2026-01-06,WIPRO,
2026-01-06,INFY,
2026-01-06,BAJAJ-AUTO,
2026-01-07,SBILIFE,
2026-01-07,WIPRO,
2026-01-07,INFY,
2026-01-07,BAJAJ-AUTO,
2026-01-07,TCS,
2026-01-08,SBILIFE,
2026-01-08,WIPRO,
2026-01-08,BAJAJ-AUTO,
2026-01-08,INFY,
2026-01-09,WIPRO,
2026-01-09,INFY,
2026-01-09,SBILIFE,
2026-01-09,BAJAJ-AUTO,
2026-01-12,WIPRO,
2026-01-12,SBILIFE,
2026-01-12,INFY,
2026-01-12,BAJAJ-AUTO,
2026-01-13,WIPRO,
2026-01-13,TCS,
2026-01-13,BAJAJ-AUTO,
2026-01-13,INFY,
2026-01-13,SBILIFE,
2026-01-14,WIPRO,
2026-01-14,INFY,
2026-01-14,BAJAJ-AUTO,
2026-01-14,SBILIFE,
2026-01-16,INFY,
2026-01-16,WIPRO,
2026-01-16,BAJAJ-AUTO,
2026-01-16,SBILIFE,
2026-01-19,INFY,
2026-01-19,BAJAJ-AUTO,
2026-01-19,TCS,
2026-01-19,SBILIFE,
2026-01-20,INFY,
2026-01-20,BAJAJ-AUTO,
2026-01-20,SBILIFE,
2026-01-21,INFY,
2026-01-21,BAJAJ-AUTO,
2026-01-21,SBILIFE,
2026-01-22,INFY,
2026-01-22,BAJAJ-AUTO,
2026-01-23,INFY,
2026-01-23,BAJAJ-AUTO,
2026-01-23,TCS,
2026-01-27,INFY,
2026-01-27,BAJAJ-AUTO,
2026-01-27,TCS,
2026-01-27,SBILIFE,
2026-01-28,INFY,
2026-01-28,BAJAJ-AUTO,
2026-01-28,TCS,
2026-01-28,SBILIFE,
2026-01-29,INFY,
2026-01-29,BAJAJ-AUTO,
2026-01-30,INFY,
2026-01-30,BAJAJ-AUTO,
2026-02-02,INFY,
2026-02-02,BAJAJ-AUTO,
2026-02-03,BAJAJ-AUTO,
2026-02-03,INFY,
2026-02-03,TCS,
2026-02-04,BAJAJ-AUTO,
2026-02-04,SBILIFE,
2026-02-05,BAJAJ-AUTO,
2026-02-06,BAJAJ-AUTO,
2026-02-09,BAJAJ-AUTO,
2026-02-10,BAJAJ-AUTO,
2026-02-11,BAJAJ-AUTO,
2026-02-11,ETERNAL,
2026-02-12,BAJAJ-AUTO,
2026-02-12,ETERNAL,
2026-02-13,BAJAJ-AUTO,
2026-02-13,SBILIFE,
2026-02-16,BAJAJ-AUTO,
2026-02-16,SBILIFE,
2026-02-17,BAJAJ-AUTO,
2026-02-17,SBILIFE,
2026-02-18,BAJAJ-AUTO,
2026-02-18,SBILIFE,
2026-02-19,BAJAJ-AUTO,
2026-02-19,SBILIFE,
2026-02-20,BAJAJ-AUTO,
2026-02-20,SBILIFE,
2026-02-23,BAJAJ-AUTO,
2026-02-23,SBILIFE,
2026-02-24,BAJAJ-AUTO,
2026-02-24,SBILIFE,
2026-02-25,BAJAJ-AUTO,
2026-02-25,SBILIFE,
2026-02-26,BAJAJ-AUTO,
2026-02-26,SBILIFE,
2026-02-27,BAJAJ-AUTO,
2026-03-02,BAJAJ-AUTO,
2026-03-04,BAJAJ-AUTO,
2026-03-05,BAJAJ-AUTO,
2026-03-06,BAJAJ-AUTO,
2026-03-10,BAJAJ-AUTO,
